"ClaimID","ClaimSize"
"CLM54726","100K-lessthan200K"
"CLM54739","100K-lessthan200K"
"CLM54743","lessthan100K"
"CLM54754","lessthan100K"
"CLM54759","100K-lessthan200K"
"CLM54771","200KandAbove"
"CLM54773","lessthan100K"
"CLM54777","200KandAbove"
"CLM54778","lessthan100K"
"CLM54782","lessthan100K"
"CLM54783","200KandAbove"
"CLM54784","100K-lessthan200K"
"CLM54786","lessthan100K"
"CLM54788","100K-lessthan200K"
"CLM54793","lessthan100K"
"CLM54797","100K-lessthan200K"
"CLM54800","lessthan100K"
"CLM54815","lessthan100K"
"CLM54824","lessthan100K"
"CLM54834","100K-lessthan200K"
"CLM54835","200KandAbove"
"CLM54836","100K-lessthan200K"
"CLM54842","200KandAbove"
"CLM54844","100K-lessthan200K"
"CLM54848","200KandAbove"
"CLM54856","100K-lessthan200K"
"CLM54857","lessthan100K"
"CLM54860","lessthan100K"
"CLM54865","lessthan100K"
"CLM54869","100K-lessthan200K"
"CLM54871","200KandAbove"
"CLM54874","lessthan100K"
"CLM54881","100K-lessthan200K"
"CLM54883","lessthan100K"
"CLM54885","100K-lessthan200K"
"CLM54892","100K-lessthan200K"
"CLM54893","100K-lessthan200K"
"CLM54895","lessthan100K"
"CLM54904","100K-lessthan200K"
"CLM54907","100K-lessthan200K"
"CLM54915","200KandAbove"
"CLM54919","lessthan100K"
"CLM54920","200KandAbove"
"CLM54923","200KandAbove"
"CLM54925","200KandAbove"
"CLM54926","200KandAbove"
"CLM54931","100K-lessthan200K"
"CLM54933","100K-lessthan200K"
"CLM54943","100K-lessthan200K"
"CLM54949","100K-lessthan200K"
"CLM54951","200KandAbove"
"CLM54952","200KandAbove"
"CLM54955","lessthan100K"
"CLM54960","200KandAbove"
"CLM54961","200KandAbove"
"CLM54971","200KandAbove"
"CLM54976","200KandAbove"
"CLM54977","lessthan100K"
"CLM54985","200KandAbove"
"CLM54987","100K-lessthan200K"
"CLM54996","200KandAbove"
"CLM55002","lessthan100K"
"CLM55010","200KandAbove"
"CLM55013","lessthan100K"
"CLM55016","200KandAbove"
"CLM55018","lessthan100K"
"CLM55022","200KandAbove"
"CLM55024","200KandAbove"
"CLM55031","200KandAbove"
"CLM55035","lessthan100K"
"CLM55041","100K-lessthan200K"
"CLM55042","lessthan100K"
"CLM55056","lessthan100K"
"CLM55061","100K-lessthan200K"
"CLM55065","lessthan100K"
"CLM55070","lessthan100K"
"CLM55076","100K-lessthan200K"
"CLM55084","lessthan100K"
"CLM55089","200KandAbove"
"CLM55091","200KandAbove"
"CLM55092","lessthan100K"
"CLM55094","100K-lessthan200K"
"CLM55095","lessthan100K"
"CLM55097","100K-lessthan200K"
"CLM55103","200KandAbove"
"CLM55105","100K-lessthan200K"
"CLM55107","lessthan100K"
"CLM55108","lessthan100K"
"CLM55110","200KandAbove"
"CLM55117","200KandAbove"
"CLM55120","100K-lessthan200K"
"CLM55123","200KandAbove"
"CLM55126","100K-lessthan200K"
"CLM55128","100K-lessthan200K"
"CLM55129","lessthan100K"
"CLM55134","lessthan100K"
"CLM55135","lessthan100K"
"CLM55139","lessthan100K"
"CLM55142","100K-lessthan200K"
"CLM55143","lessthan100K"
"CLM55152","200KandAbove"
"CLM55159","200KandAbove"
"CLM55165","lessthan100K"
"CLM55173","lessthan100K"
"CLM55175","100K-lessthan200K"
"CLM55178","lessthan100K"
"CLM55179","lessthan100K"
"CLM55180","100K-lessthan200K"
"CLM55181","lessthan100K"
"CLM55185","lessthan100K"
"CLM55188","100K-lessthan200K"
"CLM55191","200KandAbove"
"CLM55192","100K-lessthan200K"
"CLM55221","100K-lessthan200K"
"CLM55226","100K-lessthan200K"
"CLM55232","lessthan100K"
"CLM55233","lessthan100K"
"CLM55237","100K-lessthan200K"
"CLM55239","100K-lessthan200K"
"CLM55240","100K-lessthan200K"
"CLM55244","lessthan100K"
"CLM55246","lessthan100K"
"CLM55247","100K-lessthan200K"
"CLM55253","lessthan100K"
"CLM55254","200KandAbove"
"CLM55255","100K-lessthan200K"
"CLM55257","lessthan100K"
"CLM55259","lessthan100K"
"CLM55266","lessthan100K"
"CLM55268","lessthan100K"
"CLM55273","200KandAbove"
"CLM55274","lessthan100K"
"CLM55281","200KandAbove"
"CLM55283","100K-lessthan200K"
"CLM55284","lessthan100K"
"CLM55295","200KandAbove"
"CLM55296","200KandAbove"
"CLM55309","200KandAbove"
"CLM55310","100K-lessthan200K"
"CLM55311","lessthan100K"
"CLM55320","lessthan100K"
"CLM55322","lessthan100K"
"CLM55333","100K-lessthan200K"
"CLM55337","lessthan100K"
"CLM55356","lessthan100K"
"CLM55357","lessthan100K"
"CLM55369","100K-lessthan200K"
"CLM55373","lessthan100K"
"CLM55377","100K-lessthan200K"
"CLM55381","100K-lessthan200K"
"CLM55382","lessthan100K"
"CLM55383","100K-lessthan200K"
"CLM55384","100K-lessthan200K"
"CLM55388","100K-lessthan200K"
"CLM55392","200KandAbove"
"CLM55398","200KandAbove"
"CLM55400","lessthan100K"
"CLM55403","lessthan100K"
"CLM55412","lessthan100K"
"CLM55414","lessthan100K"
"CLM55415","100K-lessthan200K"
"CLM55416","200KandAbove"
"CLM55428","lessthan100K"
"CLM55434","lessthan100K"
"CLM55437","lessthan100K"
"CLM55439","lessthan100K"
"CLM55450","lessthan100K"
"CLM55456","lessthan100K"
"CLM55457","lessthan100K"
"CLM55460","100K-lessthan200K"
"CLM55464","200KandAbove"
"CLM55467","lessthan100K"
"CLM55471","100K-lessthan200K"
"CLM55473","lessthan100K"
"CLM55478","lessthan100K"
"CLM55480","lessthan100K"
"CLM55482","200KandAbove"
"CLM55483","lessthan100K"
"CLM55488","lessthan100K"
"CLM55496","100K-lessthan200K"
"CLM55497","lessthan100K"
"CLM55503","200KandAbove"
"CLM55504","200KandAbove"
"CLM55507","lessthan100K"
"CLM55510","lessthan100K"
"CLM55514","lessthan100K"
"CLM55517","lessthan100K"
"CLM55518","lessthan100K"
"CLM55532","200KandAbove"
"CLM55540","200KandAbove"
"CLM55545","200KandAbove"
"CLM55548","lessthan100K"
"CLM55549","lessthan100K"
"CLM55550","100K-lessthan200K"
"CLM55552","100K-lessthan200K"
"CLM55554","100K-lessthan200K"
"CLM55558","lessthan100K"
"CLM55559","lessthan100K"
"CLM55563","lessthan100K"
"CLM55565","200KandAbove"
"CLM55566","lessthan100K"
"CLM55567","lessthan100K"
"CLM55572","lessthan100K"
"CLM55574","200KandAbove"
"CLM55578","lessthan100K"
"CLM55581","200KandAbove"
"CLM55584","lessthan100K"
"CLM55585","100K-lessthan200K"
"CLM55591","200KandAbove"
"CLM55592","lessthan100K"
"CLM55594","lessthan100K"
"CLM55595","lessthan100K"
"CLM55596","200KandAbove"
"CLM55600","200KandAbove"
"CLM55606","lessthan100K"
"CLM55607","lessthan100K"
"CLM55612","lessthan100K"
"CLM55613","100K-lessthan200K"
"CLM55615","100K-lessthan200K"
"CLM55616","100K-lessthan200K"
"CLM55623","200KandAbove"
"CLM55625","200KandAbove"
"CLM55633","lessthan100K"
"CLM55637","lessthan100K"
"CLM55638","lessthan100K"
"CLM55642","100K-lessthan200K"
"CLM55645","200KandAbove"
"CLM55648","100K-lessthan200K"
"CLM55653","200KandAbove"
"CLM55656","lessthan100K"
"CLM55659","lessthan100K"
"CLM55661","lessthan100K"
"CLM55668","200KandAbove"
"CLM55673","100K-lessthan200K"
"CLM55676","lessthan100K"
"CLM55681","lessthan100K"
"CLM55682","100K-lessthan200K"
"CLM55687","200KandAbove"
"CLM55690","lessthan100K"
"CLM55701","lessthan100K"
"CLM55704","lessthan100K"
"CLM55709","lessthan100K"
"CLM55710","200KandAbove"
"CLM55713","lessthan100K"
"CLM55714","lessthan100K"
"CLM55716","lessthan100K"
"CLM55717","lessthan100K"
"CLM55720","lessthan100K"
"CLM55721","200KandAbove"
"CLM55723","100K-lessthan200K"
"CLM55725","100K-lessthan200K"
"CLM55726","lessthan100K"
"CLM55732","100K-lessthan200K"
"CLM55741","lessthan100K"
"CLM55742","200KandAbove"
"CLM55745","lessthan100K"
"CLM55747","100K-lessthan200K"
"CLM55748","200KandAbove"
"CLM55754","lessthan100K"
"CLM55755","lessthan100K"
"CLM55756","lessthan100K"
"CLM55759","lessthan100K"
"CLM55763","lessthan100K"
"CLM55766","100K-lessthan200K"
"CLM55768","lessthan100K"
"CLM55778","lessthan100K"
"CLM55779","lessthan100K"
"CLM55782","lessthan100K"
"CLM55793","lessthan100K"
"CLM55796","200KandAbove"
"CLM55798","lessthan100K"
"CLM55818","100K-lessthan200K"
"CLM55820","lessthan100K"
"CLM55826","lessthan100K"
"CLM55830","lessthan100K"
"CLM55835","lessthan100K"
"CLM55837","lessthan100K"
"CLM55838","lessthan100K"
"CLM55847","lessthan100K"
"CLM55848","lessthan100K"
"CLM55849","lessthan100K"
"CLM55854","200KandAbove"
"CLM55860","lessthan100K"
"CLM55861","lessthan100K"
"CLM55864","lessthan100K"
"CLM55866","lessthan100K"
"CLM55875","lessthan100K"
"CLM55880","lessthan100K"
"CLM55886","lessthan100K"
"CLM55889","lessthan100K"
"CLM55892","100K-lessthan200K"
"CLM55904","100K-lessthan200K"
"CLM55905","lessthan100K"
"CLM55911","lessthan100K"
"CLM55915","200KandAbove"
"CLM55918","100K-lessthan200K"
"CLM55919","lessthan100K"
"CLM55928","lessthan100K"
"CLM55933","lessthan100K"
"CLM55934","lessthan100K"
"CLM55940","200KandAbove"
"CLM55943","200KandAbove"
"CLM55944","lessthan100K"
"CLM55945","lessthan100K"
"CLM55948","100K-lessthan200K"
"CLM55953","lessthan100K"
"CLM55955","100K-lessthan200K"
"CLM55957","lessthan100K"
"CLM55959","lessthan100K"
"CLM55965","lessthan100K"
"CLM55970","lessthan100K"
"CLM55975","lessthan100K"
"CLM55976","lessthan100K"
"CLM55977","200KandAbove"
"CLM55978","lessthan100K"
"CLM55982","lessthan100K"
"CLM55988","lessthan100K"
"CLM55991","100K-lessthan200K"
"CLM55993","100K-lessthan200K"
"CLM55998","200KandAbove"
"CLM56000","100K-lessthan200K"
"CLM56002","lessthan100K"
"CLM56006","lessthan100K"
"CLM56007","lessthan100K"
"CLM56009","lessthan100K"
"CLM56010","lessthan100K"
"CLM56015","lessthan100K"
"CLM56017","100K-lessthan200K"
"CLM56020","200KandAbove"
"CLM56024","200KandAbove"
"CLM56025","200KandAbove"
"CLM56027","100K-lessthan200K"
"CLM56031","100K-lessthan200K"
"CLM56032","100K-lessthan200K"
"CLM56033","lessthan100K"
"CLM56039","lessthan100K"
"CLM56044","lessthan100K"
"CLM56045","lessthan100K"
"CLM56055","lessthan100K"
"CLM56056","100K-lessthan200K"
"CLM56068","lessthan100K"
"CLM56069","lessthan100K"
"CLM56072","lessthan100K"
"CLM56073","200KandAbove"
"CLM56079","lessthan100K"
"CLM56084","100K-lessthan200K"
"CLM56087","lessthan100K"
"CLM56090","lessthan100K"
"CLM56099","lessthan100K"
"CLM56111","lessthan100K"
"CLM56115","lessthan100K"
"CLM56117","200KandAbove"
"CLM56121","200KandAbove"
"CLM56122","lessthan100K"
"CLM56124","lessthan100K"
"CLM56134","lessthan100K"
"CLM56138","lessthan100K"
"CLM56143","lessthan100K"
"CLM56146","lessthan100K"
"CLM56147","100K-lessthan200K"
"CLM56150","200KandAbove"
"CLM56152","lessthan100K"
"CLM56154","lessthan100K"
"CLM56157","100K-lessthan200K"
"CLM56161","lessthan100K"
"CLM56165","lessthan100K"
"CLM56176","lessthan100K"
"CLM56184","lessthan100K"
"CLM56185","lessthan100K"
"CLM56191","lessthan100K"
"CLM56192","200KandAbove"
"CLM56195","200KandAbove"
"CLM56200","lessthan100K"
"CLM56202","lessthan100K"
"CLM56203","lessthan100K"
"CLM56207","100K-lessthan200K"
"CLM56213","lessthan100K"
"CLM56214","100K-lessthan200K"
"CLM56215","lessthan100K"
"CLM56216","100K-lessthan200K"
"CLM56222","lessthan100K"
"CLM56225","200KandAbove"
"CLM56226","lessthan100K"
"CLM56230","lessthan100K"
"CLM56235","100K-lessthan200K"
"CLM56243","200KandAbove"
"CLM56249","100K-lessthan200K"
"CLM56252","lessthan100K"
"CLM56262","100K-lessthan200K"
"CLM56264","100K-lessthan200K"
"CLM56268","100K-lessthan200K"
"CLM56271","200KandAbove"
"CLM56273","200KandAbove"
"CLM56274","lessthan100K"
"CLM56277","100K-lessthan200K"
"CLM56279","200KandAbove"
"CLM56280","lessthan100K"
"CLM56282","lessthan100K"
"CLM56288","200KandAbove"
"CLM56289","200KandAbove"
"CLM56291","200KandAbove"
"CLM56296","100K-lessthan200K"
"CLM56297","lessthan100K"
"CLM56299","200KandAbove"
"CLM56301","lessthan100K"
"CLM56303","lessthan100K"
"CLM56304","lessthan100K"
"CLM56308","lessthan100K"
"CLM56311","100K-lessthan200K"
"CLM56315","100K-lessthan200K"
"CLM56324","lessthan100K"
"CLM56328","100K-lessthan200K"
"CLM56329","200KandAbove"
"CLM56333","200KandAbove"
"CLM56335","lessthan100K"
"CLM56339","lessthan100K"
"CLM56343","lessthan100K"
"CLM56345","lessthan100K"
"CLM56346","lessthan100K"
"CLM56354","lessthan100K"
"CLM56359","200KandAbove"
"CLM56363","200KandAbove"
"CLM56365","200KandAbove"
"CLM56368","lessthan100K"
"CLM56371","lessthan100K"
"CLM56376","200KandAbove"
"CLM56378","lessthan100K"
"CLM56388","200KandAbove"
"CLM56389","lessthan100K"
"CLM56390","200KandAbove"
"CLM56395","lessthan100K"
"CLM56396","100K-lessthan200K"
"CLM56398","lessthan100K"
"CLM56399","lessthan100K"
"CLM56400","lessthan100K"
"CLM56407","200KandAbove"
"CLM56410","lessthan100K"
"CLM56411","lessthan100K"
"CLM56413","lessthan100K"
"CLM56414","lessthan100K"
"CLM56420","100K-lessthan200K"
"CLM56425","lessthan100K"
"CLM56426","200KandAbove"
"CLM56428","200KandAbove"
"CLM56430","100K-lessthan200K"
"CLM56434","lessthan100K"
"CLM56436","200KandAbove"
"CLM56442","lessthan100K"
"CLM56444","lessthan100K"
"CLM56454","lessthan100K"
"CLM56457","lessthan100K"
"CLM56458","100K-lessthan200K"
"CLM56459","100K-lessthan200K"
"CLM56465","lessthan100K"
"CLM56471","lessthan100K"
"CLM56480","lessthan100K"
"CLM56485","lessthan100K"
"CLM56491","lessthan100K"
"CLM56497","200KandAbove"
"CLM56499","100K-lessthan200K"
"CLM56500","200KandAbove"
"CLM56503","lessthan100K"
"CLM56527","100K-lessthan200K"
"CLM56530","200KandAbove"
"CLM56535","lessthan100K"
"CLM56536","lessthan100K"
"CLM56540","lessthan100K"
"CLM56546","lessthan100K"
"CLM56549","200KandAbove"
"CLM56556","lessthan100K"
"CLM56560","100K-lessthan200K"
"CLM56566","lessthan100K"
"CLM56572","100K-lessthan200K"
"CLM56578","lessthan100K"
"CLM56581","100K-lessthan200K"
"CLM56588","100K-lessthan200K"
"CLM56596","100K-lessthan200K"
"CLM56599","100K-lessthan200K"
"CLM56607","200KandAbove"
"CLM56610","lessthan100K"
"CLM56611","200KandAbove"
"CLM56612","100K-lessthan200K"
"CLM56630","lessthan100K"
"CLM56636","lessthan100K"
"CLM56637","100K-lessthan200K"
"CLM56641","lessthan100K"
"CLM56642","lessthan100K"
"CLM56643","lessthan100K"
"CLM56645","lessthan100K"
"CLM56651","lessthan100K"
"CLM56652","lessthan100K"
"CLM56658","lessthan100K"
"CLM56659","lessthan100K"
"CLM56661","lessthan100K"
"CLM56667","100K-lessthan200K"
"CLM56669","200KandAbove"
"CLM56672","lessthan100K"
"CLM56674","lessthan100K"
"CLM56680","200KandAbove"
"CLM56682","100K-lessthan200K"
"CLM56685","100K-lessthan200K"
"CLM56698","lessthan100K"
"CLM56711","200KandAbove"
"CLM56712","100K-lessthan200K"
"CLM56722","100K-lessthan200K"
"CLM56742","lessthan100K"
"CLM56752","200KandAbove"
"CLM56759","100K-lessthan200K"
"CLM56760","lessthan100K"
"CLM56761","lessthan100K"
"CLM56765","lessthan100K"
"CLM56771","lessthan100K"
"CLM56775","lessthan100K"
"CLM56779","lessthan100K"
"CLM56781","200KandAbove"
"CLM56792","lessthan100K"
"CLM56793","lessthan100K"
"CLM56802","lessthan100K"
"CLM56804","lessthan100K"
"CLM56805","100K-lessthan200K"
"CLM56808","lessthan100K"
"CLM56815","200KandAbove"
"CLM56818","lessthan100K"
"CLM56828","100K-lessthan200K"
"CLM56830","100K-lessthan200K"
"CLM56847","200KandAbove"
"CLM56849","lessthan100K"
"CLM56858","200KandAbove"
"CLM56859","lessthan100K"
"CLM56861","lessthan100K"
"CLM56862","100K-lessthan200K"
"CLM56863","100K-lessthan200K"
"CLM56867","100K-lessthan200K"
"CLM56869","lessthan100K"
"CLM56870","lessthan100K"
"CLM56872","200KandAbove"
"CLM56874","100K-lessthan200K"
"CLM56875","100K-lessthan200K"
"CLM56877","100K-lessthan200K"
"CLM56883","lessthan100K"
"CLM56885","lessthan100K"
"CLM56889","100K-lessthan200K"
"CLM56890","lessthan100K"
"CLM56898","200KandAbove"
"CLM56900","lessthan100K"
"CLM56909","lessthan100K"
"CLM56921","200KandAbove"
"CLM56922","100K-lessthan200K"
"CLM56923","lessthan100K"
"CLM56924","200KandAbove"
"CLM56927","lessthan100K"
"CLM56929","lessthan100K"
"CLM56932","200KandAbove"
"CLM56936","100K-lessthan200K"
"CLM56942","200KandAbove"
"CLM56946","lessthan100K"
"CLM56958","lessthan100K"
"CLM56962","lessthan100K"
"CLM56966","lessthan100K"
"CLM56970","lessthan100K"
"CLM56973","100K-lessthan200K"
"CLM56974","lessthan100K"
"CLM56983","200KandAbove"
"CLM56984","200KandAbove"
"CLM56987","100K-lessthan200K"
"CLM56990","lessthan100K"
"CLM56991","lessthan100K"
"CLM56997","200KandAbove"
"CLM57003","lessthan100K"
"CLM57005","lessthan100K"
"CLM57007","100K-lessthan200K"
"CLM57021","200KandAbove"
"CLM57023","100K-lessthan200K"
"CLM57031","100K-lessthan200K"
"CLM57033","lessthan100K"
"CLM57038","lessthan100K"
"CLM57043","100K-lessthan200K"
"CLM57046","100K-lessthan200K"
"CLM57048","200KandAbove"
"CLM57059","lessthan100K"
"CLM57067","100K-lessthan200K"
"CLM57069","lessthan100K"
"CLM57072","lessthan100K"
"CLM57075","lessthan100K"
"CLM57076","lessthan100K"
"CLM57080","100K-lessthan200K"
"CLM57084","lessthan100K"
"CLM57086","lessthan100K"
"CLM57087","lessthan100K"
"CLM57094","100K-lessthan200K"
"CLM57098","lessthan100K"
"CLM57099","200KandAbove"
"CLM57101","lessthan100K"
"CLM57104","lessthan100K"
"CLM57106","lessthan100K"
"CLM57108","lessthan100K"
"CLM57109","200KandAbove"
"CLM57113","200KandAbove"
"CLM57125","lessthan100K"
"CLM57126","lessthan100K"
"CLM57137","100K-lessthan200K"
"CLM57161","100K-lessthan200K"
"CLM57163","200KandAbove"
"CLM57164","100K-lessthan200K"
"CLM57169","100K-lessthan200K"
"CLM57170","lessthan100K"
"CLM57171","100K-lessthan200K"
"CLM57175","200KandAbove"
"CLM57177","lessthan100K"
"CLM57178","100K-lessthan200K"
"CLM57183","lessthan100K"
"CLM57184","lessthan100K"
"CLM57185","lessthan100K"
"CLM57191","lessthan100K"
"CLM57192","100K-lessthan200K"
"CLM57198","lessthan100K"
"CLM57201","200KandAbove"
"CLM57203","lessthan100K"
"CLM57206","lessthan100K"
"CLM57212","200KandAbove"
"CLM57214","lessthan100K"
"CLM57217","lessthan100K"
"CLM57220","100K-lessthan200K"
"CLM57222","lessthan100K"
"CLM57230","100K-lessthan200K"
"CLM57234","lessthan100K"
"CLM57253","lessthan100K"
"CLM57264","100K-lessthan200K"
"CLM57265","100K-lessthan200K"
"CLM57267","lessthan100K"
"CLM57268","200KandAbove"
"CLM57270","100K-lessthan200K"
"CLM57271","100K-lessthan200K"
"CLM57279","200KandAbove"
"CLM57280","100K-lessthan200K"
"CLM57282","lessthan100K"
"CLM57290","lessthan100K"
"CLM57291","100K-lessthan200K"
"CLM57293","lessthan100K"
"CLM57294","100K-lessthan200K"
"CLM57296","lessthan100K"
"CLM57297","lessthan100K"
"CLM57299","100K-lessthan200K"
"CLM57302","100K-lessthan200K"
"CLM57304","200KandAbove"
"CLM57307","100K-lessthan200K"
"CLM57308","lessthan100K"
"CLM57313","lessthan100K"
"CLM57329","lessthan100K"
"CLM57338","lessthan100K"
"CLM57339","lessthan100K"
"CLM57340","200KandAbove"
"CLM57345","100K-lessthan200K"
"CLM57347","lessthan100K"
"CLM57352","lessthan100K"
"CLM57362","200KandAbove"
"CLM57363","lessthan100K"
"CLM57369","lessthan100K"
"CLM57372","lessthan100K"
"CLM57377","lessthan100K"
"CLM57379","100K-lessthan200K"
"CLM57382","lessthan100K"
"CLM57391","100K-lessthan200K"
"CLM57398","lessthan100K"
"CLM57401","200KandAbove"
"CLM57402","200KandAbove"
"CLM57403","100K-lessthan200K"
"CLM57406","lessthan100K"
"CLM57411","200KandAbove"
"CLM57417","100K-lessthan200K"
"CLM57419","200KandAbove"
"CLM57420","lessthan100K"
"CLM57429","200KandAbove"
"CLM57431","100K-lessthan200K"
"CLM57433","100K-lessthan200K"
"CLM57436","100K-lessthan200K"
"CLM57437","lessthan100K"
"CLM57444","200KandAbove"
"CLM57453","lessthan100K"
"CLM57455","lessthan100K"
"CLM57458","lessthan100K"
"CLM57465","lessthan100K"
"CLM57466","lessthan100K"
"CLM57468","100K-lessthan200K"
"CLM57469","100K-lessthan200K"
"CLM57470","lessthan100K"
"CLM57471","lessthan100K"
"CLM57483","200KandAbove"
"CLM57490","200KandAbove"
"CLM57498","100K-lessthan200K"
"CLM57500","100K-lessthan200K"
"CLM57507","lessthan100K"
"CLM57511","200KandAbove"
"CLM57514","200KandAbove"
"CLM57518","200KandAbove"
"CLM57529","200KandAbove"
"CLM57534","100K-lessthan200K"
"CLM57537","lessthan100K"
"CLM57538","100K-lessthan200K"
"CLM57540","lessthan100K"
"CLM57541","lessthan100K"
"CLM57545","lessthan100K"
"CLM57546","200KandAbove"
"CLM57547","200KandAbove"
"CLM57548","100K-lessthan200K"
"CLM57554","lessthan100K"
"CLM57560","200KandAbove"
"CLM57565","200KandAbove"
"CLM57568","lessthan100K"
"CLM57570","100K-lessthan200K"
"CLM57571","lessthan100K"
"CLM57588","lessthan100K"
"CLM57592","200KandAbove"
"CLM57596","lessthan100K"
"CLM57602","lessthan100K"
"CLM57623","200KandAbove"
"CLM57629","200KandAbove"
"CLM57631","100K-lessthan200K"
"CLM57635","lessthan100K"
"CLM57646","100K-lessthan200K"
"CLM57647","lessthan100K"
"CLM57649","200KandAbove"
"CLM57662","200KandAbove"
"CLM57672","100K-lessthan200K"
"CLM57677","200KandAbove"
"CLM57680","100K-lessthan200K"
"CLM57681","lessthan100K"
"CLM57682","200KandAbove"
"CLM57696","lessthan100K"
"CLM57698","lessthan100K"
"CLM57700","lessthan100K"
"CLM57705","lessthan100K"
"CLM57710","100K-lessthan200K"
"CLM57715","lessthan100K"
"CLM57716","lessthan100K"
"CLM57730","lessthan100K"
"CLM57735","lessthan100K"
"CLM57749","lessthan100K"
"CLM57753","lessthan100K"
"CLM57754","lessthan100K"
"CLM57755","lessthan100K"
"CLM57756","lessthan100K"
"CLM57758","lessthan100K"
"CLM57759","lessthan100K"
"CLM57762","100K-lessthan200K"
"CLM57763","200KandAbove"
"CLM57766","lessthan100K"
"CLM57770","100K-lessthan200K"
"CLM57772","100K-lessthan200K"
"CLM57774","200KandAbove"
"CLM57776","lessthan100K"
"CLM57785","100K-lessthan200K"
"CLM57787","lessthan100K"
"CLM57792","lessthan100K"
"CLM57795","200KandAbove"
"CLM57809","100K-lessthan200K"
"CLM57810","lessthan100K"
"CLM57816","200KandAbove"
"CLM57819","lessthan100K"
"CLM57824","lessthan100K"
"CLM57828","100K-lessthan200K"
"CLM57836","lessthan100K"
"CLM57837","100K-lessthan200K"
"CLM57840","lessthan100K"
"CLM57842","lessthan100K"
"CLM57846","100K-lessthan200K"
"CLM57848","lessthan100K"
"CLM57853","100K-lessthan200K"
"CLM57860","lessthan100K"
"CLM57864","200KandAbove"
"CLM57867","lessthan100K"
"CLM57871","lessthan100K"
"CLM57872","lessthan100K"
"CLM57876","lessthan100K"
"CLM57878","200KandAbove"
"CLM57885","lessthan100K"
"CLM57888","lessthan100K"
"CLM57908","lessthan100K"
"CLM57909","lessthan100K"
"CLM57910","200KandAbove"
"CLM57911","lessthan100K"
"CLM57912","200KandAbove"
"CLM57916","lessthan100K"
"CLM57919","200KandAbove"
"CLM57921","100K-lessthan200K"
"CLM57923","200KandAbove"
"CLM57934","200KandAbove"
"CLM57939","lessthan100K"
"CLM57944","lessthan100K"
"CLM57945","200KandAbove"
"CLM57946","200KandAbove"
"CLM57949","lessthan100K"
"CLM57953","lessthan100K"
"CLM57954","lessthan100K"
"CLM57961","lessthan100K"
"CLM57985","lessthan100K"
"CLM57988","200KandAbove"
"CLM57998","200KandAbove"
"CLM58001","100K-lessthan200K"
"CLM58006","lessthan100K"
"CLM58007","100K-lessthan200K"
"CLM58012","lessthan100K"
"CLM58015","200KandAbove"
"CLM58017","100K-lessthan200K"
"CLM58020","200KandAbove"
"CLM58036","100K-lessthan200K"
"CLM58037","lessthan100K"
"CLM58039","lessthan100K"
"CLM58040","200KandAbove"
"CLM58047","lessthan100K"
"CLM58050","lessthan100K"
"CLM58070","lessthan100K"
"CLM58071","lessthan100K"
"CLM58076","lessthan100K"
"CLM58077","lessthan100K"
"CLM58084","200KandAbove"
"CLM58088","lessthan100K"
"CLM58094","lessthan100K"
"CLM58095","lessthan100K"
"CLM58098","100K-lessthan200K"
"CLM58099","100K-lessthan200K"
"CLM58104","lessthan100K"
"CLM58105","200KandAbove"
"CLM58106","100K-lessthan200K"
"CLM58114","200KandAbove"
"CLM58117","lessthan100K"
"CLM58118","100K-lessthan200K"
"CLM58121","lessthan100K"
"CLM58125","200KandAbove"
"CLM58126","lessthan100K"
"CLM58128","100K-lessthan200K"
"CLM58130","lessthan100K"
"CLM58131","lessthan100K"
"CLM58133","lessthan100K"
"CLM58137","lessthan100K"
"CLM58141","lessthan100K"
"CLM58145","200KandAbove"
"CLM58148","lessthan100K"
"CLM58149","lessthan100K"
"CLM58152","lessthan100K"
"CLM58158","100K-lessthan200K"
"CLM58161","200KandAbove"
"CLM58166","lessthan100K"
"CLM58173","lessthan100K"
"CLM58175","lessthan100K"
"CLM58180","200KandAbove"
"CLM58182","200KandAbove"
"CLM58183","lessthan100K"
"CLM58186","100K-lessthan200K"
"CLM58190","lessthan100K"
"CLM58196","100K-lessthan200K"
"CLM58197","100K-lessthan200K"
"CLM58198","lessthan100K"
"CLM58202","lessthan100K"
"CLM58204","100K-lessthan200K"
"CLM58209","lessthan100K"
"CLM58219","lessthan100K"
"CLM58222","100K-lessthan200K"
"CLM58225","lessthan100K"
"CLM58228","100K-lessthan200K"
"CLM58237","lessthan100K"
"CLM58239","lessthan100K"
"CLM58243","100K-lessthan200K"
"CLM58245","100K-lessthan200K"
"CLM58260","lessthan100K"
"CLM58261","100K-lessthan200K"
"CLM58265","lessthan100K"
"CLM58267","100K-lessthan200K"
"CLM58276","100K-lessthan200K"
"CLM58281","200KandAbove"
"CLM58284","lessthan100K"
"CLM58286","lessthan100K"
"CLM58288","lessthan100K"
"CLM58290","lessthan100K"
"CLM58294","100K-lessthan200K"
"CLM58302","lessthan100K"
"CLM58308","lessthan100K"
"CLM58310","100K-lessthan200K"
"CLM58316","lessthan100K"
"CLM58319","200KandAbove"
"CLM58322","lessthan100K"
"CLM58325","200KandAbove"
"CLM58332","lessthan100K"
"CLM58335","lessthan100K"
"CLM58337","lessthan100K"
"CLM58340","lessthan100K"
"CLM58346","100K-lessthan200K"
"CLM58347","100K-lessthan200K"
